;game_name;review_text;hours_played;rating;found_helpful;product_count;review_date;review_length
1452;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Want Epic and great optimization This game is for you 2 Million Fighting Ducks vs John Wick  Easy Fill the map with mountains of zombies or send Chuck Norris into battle against hundreds of thousands of Spartans - one and a half million pieces and not a single frieze On the plus side 1 Optimization 2 Scale 3 Open workshop for mods 4 Battle Ducks On the downside 1 Supports only English;1.6;1.0;1.0;80.0;14 May, 2022;423
1453;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Definitely an improvement upon the first one the amount of units you can have on here is again insane x10 I can run it on High with around 2 million units On 36 FPS  It is ofc still in beta and need mod support along with a few minor issues but give em time to improve it even further and this title is definitely worth it;5.8;1.0;1.0;160.0;14 May, 2022;352
1455;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Solid game but needs work i get its small dev company but it has so much potential  1 running animations are very awkward and weird 2 voices and chants are all in the same weird voice 3 people who hold guns hold them very weirdly 4 roman soldiers legs look like the legs of a person who just regained their ability to walk and are super thin 5 random floating objects on the mountain map mid air 6 cant enter some spaces & legs phase through some floors  but this game is actually really good & the most fun ive had in ages and its super fun just looking at well over 1000000 people go at it  also it needs more troops eventually  great for early access;3.3;1.0;1.0;79.0;14 May, 2022;684
1456;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Insane;1.3;1.0;1.0;229.0;13 May, 2022;27
1457;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Fun for everyone but the romans;2.3;1.0;1.0;50.0;13 May, 2022;52
1458;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW awesome game 10/10 love it like how my girlfriend loves my best friend;1.6;1.0;1.0;18.0;13 May, 2022;93
1459;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW https//wwwyoutubecom/watchv=jbva9fEGAw8;12.6;1.0;1.0;16.0;13 May, 2022;64
1460;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW My Pc is on fire and i love it;3.6;1.0;1.0;23.0;13 May, 2022;51
1461;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW John Wick killed 500000 romans with a pencil;10.5;1.0;1.0;299.0;13 May, 2022;68
1462;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW I saw this game on YouTube and couldnt stop watching the gameplay Figured why not give it a shot WHOA This is awesome Graphics are beautiful animations are great addiction is an issue but thats a really great issue when it comes to this game Also the gameplay glitches make it funny AF sometimes which Im sure will get fixed when its fully completed but for the time being seeing a tank retreat off into the hills while running away from Chuck Norris makes actual sense IRL All in all Id give this game an 8/10 in its current state and thats not me trying to find a reason to kick it down Legitimately this game could be a 10/10 when campaign unlocks and the modding community has their way and Ill be here for each update as the game grows and grows;4.7;1.0;1.0;34.0;13 May, 2022;804
1463;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Pretty much does everything better than the first one The scale has been dialed up to 11 so you can have way more characters on screen while being optimized way better than the first I could easily handle over a million on screen with graphics maxed out and no visible frame drops and I havent tried to see how far I can push it Everything just feels better Every unit isnt a copy-paste so theres a small degree of variety for some so they dont all look identical The only complaint at this point is the lack of content compared to the first but its early access Even if a full version of the game had less content than the first it just does everything so much better that it makes up for it;1.6;1.0;1.0;815.0;13 May, 2022;733
1464;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Tried 1M Spartans vs 1M Archers - Game was like I got this no problem  Ait imma see how far i can push you  So i tried 5  Million units ON EACH SIDE and even though i had low FPS the fact that the game had 10M units on ultra graphics all showing on my ultrawide monitor just blew my mind  This game just fulfilled some of my dream RTS scenarios Who doesnt wanna see 1M+ archers shoot at the same time D;2.5;1.0;1.0;208.0;12 May, 2022;443
1465;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW I like what I have played so far the RTS mode is fun and the amount of units you can have is awesome my only complaint right now is that there is no workshop but I still think the game is great;0.7;1.0;1.0;335.0;12 May, 2022;216
1466;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW As of right now The game is worse than the original less content and functionality Claiming to have accomplished more than the predecessor is baloney with with a RTX 2060 I can barely get a decent framerate with 10k units compared to the original that started to lag at 100k The only Improvement would be the god powers and maps but even thats a stretch the god powers arent even that great The ability to take control of single units is poor the rts mode is poorly designed and the custom units are less customizable If you want to support the developers buy the original and wait for this game to be updated it seems like the road ahead for the game is great but as of right now its worth about 50 cents on a good day This game was not ready for an early access release;4.2;0.0;11.0;194.0;13 May, 2022;811
1467;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW I was going to have an early night I was And yet here I am at four am watching a tidal wave of Chuck Norrises murder four hundred thousand ducks with their brawny fists I sip my whisky and wonder briefly about my future How will I perform at my new job Is moving in with my partner the right decision Have I saved enough money I quickly put these thoughts to one side and take another sip of the whisky I have far more pressing concerns this morning Who would prevail in a fight between five Sherman tanks and a million shrimps These are important questions and Im just the man to answer them;0.8;1.0;2.0;189.0;13 May, 2022;629
1468;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Made a mountain out of dead bodies 10/10;3.0;1.0;1.0;60.0;14 May, 2022;61
1469;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW its a really fun game but gets boring after awhile i cant wait till they add new units;12.2;1.0;1.0;5.0;14 May, 2022;108
1470;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Ive only played for an hour and have already taken 40 screenshots   10/10;4.2;1.0;1.0;264.0;13 May, 2022;95
1471;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW The scale of units and maps are insane sandbox This has been fun the blood is pretty awesome and the bodies dont vanish which is nice Mounds of zombie corpses at the ends of bridges where they run into hails of arrows from archers  Insane amount of units can be deployed like 1 000 000 zombies  Excited to see how this game progresses  ** Suggestion ** The game could do with a minimap in the UI as the maps are gigantic;6.7;1.0;2.0;166.0;14 May, 2022;450
1472;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Did I just render multi-millions of ACTIVE units on my ultrawide screen ABOVE 60FPS Like they werent stationary let that sink in  I believe in this development Even Alpha 01 was fun I am excited about the modding support and then we will see impressive scale battles on Youtube Peter Jackson will be jealous Lets go  Im on my secondary setup cant wait to try on 3090 RTX 3070 Ryzen 5 3600;3.6;1.0;1.0;914.0;14 May, 2022;429
1473;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW The performance is exactly as promised Millions of units in complex maps and rudimentary fluid simulations at 60 fps with only moderately high gpu usage Great game;2.4;1.0;1.0;157.0;13 May, 2022;187
1474;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW the only thing i want is ways to change the look and color of units so i can have footmen fight each other without wondering if they are killing their own men or not;5.4;1.0;1.0;135.0;13 May, 2022;186
1475;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Its too early for me to enjoy it there is very little content so ima take my money back and eat taco bell  sorry but its like im paying to be a play tester;0.7;1.0;1.0;247.0;13 May, 2022;179
1476;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW This game is horribly Scuffed  I love it    PS The tanks bleed;1.5;1.0;3.0;219.0;13 May, 2022;85
1477;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Damn good fun game 9 hrs disappeared without knowing I put such time and patience into making epic mixed battles  10/10;9.0;1.0;2.0;441.0;14 May, 2022;143
1478;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Unbelievable tech love this game already;8.7;1.0;2.0;237.0;13 May, 2022;63
1479;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Blood rivers;6.1;1.0;1.0;160.0;14 May, 2022;34
1480;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Mountains of bodies and rivers of blood for less than dinner for two at Panda Express;7.4;1.0;1.0;86.0;13 May, 2022;107
1481;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW i now know the meaning of life 10/10;12.4;1.0;2.0;89.0;12 May, 2022;57
1482;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Need Mods;2.4;1.0;1.0;108.0;13 May, 2022;30
1483;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW The only issue I have with this game  is having to hit the 0 key so many times on the unit counter;1.0;1.0;1.0;422.0;13 May, 2022;128
1484;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW A bit of a visual nightmare at times but its carried by the sheer scale of wars RTS mode and price IMO  Good pickup if you enjoyed the last one - and its early access so you know itll eventually have more stuff;3.5;1.0;1.0;396.0;13 May, 2022;239
1487;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Totally love this game Waited so long for this ntb with 1070 tried 4 milion units totally satisfied with same ntb struggled with just 100 000 units in first UEBS What i always wanted from totalwar franchise here becomes reality with even more freedom Ai path-finding is great and with surround mechanic etc Also love that there is RTS mode And also possess is satisfying Cant wait for mod support or more units and campaign;4.0;1.0;1.0;317.0;13 May, 2022;460
1488;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW 10/10 2 in the morning not tired enough to got to bed game cant wait for the more development and mods;6.0;1.0;1.0;329.0;14 May, 2022;126
1490;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Not sure why this game is getting good reviews There seems to be no attempt at actually simulating actual combat power which kind of makes the whole thing pointless The first thing I did in game was pit 50 WWII assault troops vs 100000 spartan warriors at a distance of about a quarter mile The 50 WWII troops got NO kills and were unceremoniously wiped out without landing a shot Obviously not remotely realistic  Next I pitted 50 Sherman tanks against the same 100000 Spartans and the tanks got wiped out quickly Granted this time I actually managed to kill some spartans but lets be real spartans are going to absolutely nothing to a Sherman  This game seems to be a spectacle simulator not a battle simulator;0.1;0.0;21.0;316.0;13 May, 2022;749
1491;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW for the amount of time i have played this game i have loved it but i have noticed a few bugs/changes that should be changed  1zombies climb up some of the walls when troops are on them have not tried with other troops 2we should be able to use more then 18 armys 3camera is to slow when moving since the maps are so big 4we cant map out where units go like the original kinda miss it 5 really nothing else i have noticed there are a lot more things like mods and more units and maps but since this is a alpha release i do understand but overall just a really good game i loved the original this is just a huge improvement over it and for such a small studio they have done an amazing job;6.4;1.0;2.0;45.0;13 May, 2022;718
1492;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW In its current state yes it can handle millions of units and thats epic But same issue as the last game lack of units like BIG TIME lack of units I will indeed give it a thumbs up if it gets to the point of 100+ units but if u gonna make a game completely about units and battles make a lot of them so a lot of battles can happen Will update this if the issue is resolved but aside from that amazing game and worth the wait lack of content is just terrible tho Still got high hopes and have faith in the devs;0.6;0.0;4.0;148.0;14 May, 2022;550
1493;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Oh hello reader I can see you have a look of needing answers on your face as you ask yourself what would happen if John Wick fought a million zombies So what would happen if John Wick fought a million zombies  Yes;7.1;1.0;6.0;564.0;13 May, 2022;239
1494;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW What a great and STABLE experience It has come a long way since the og UEBS i played with ca 4 million units and there was NO performance issue at all granted i got a high end pc -5800x3d Rtx 3080 ti 16 GB Ram 3200Mhz and its installed on a fast SSD But it will surely run very good on lower spec PC`s aswell  However atm there is a lack of content for  More Units More Maps More and better optimized god Powers and of course Workshop content surely there will be a lot of stuff in a couple of weeks haha  for a early access game it shows a lot of potential lets hope it gets realised;3.7;1.0;2.0;229.0;13 May, 2022;620
1495;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW This game is literally unbelievable I have an i5 10300h a 1650 ti 12 gb ram and Im running this game at 1440p high settings with a million characters on screen You guys are magicians My pc struggles at 1080p on most games;4.7;1.0;1.0;43.0;13 May, 2022;249
1496;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW 10000 romans vs 100000 chickens Absolutely Outstanding;9.2;1.0;2.0;20.0;13 May, 2022;75
1497;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW still very early access but I think with a workshop it would be incredible;3.2;1.0;1.0;25.0;13 May, 2022;95
1498;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW PROS LOTS OF UNITS ON SCREEN  CONS NOT MUCH UNITS;1.1;1.0;1.0;194.0;13 May, 2022;72
1499;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Battle chickens pitted against shrimp monsters bro BUT WHERE ARE THE BUSTY ELVEN BABES;2.7;1.0;1.0;103.0;14 May, 2022;112
1500;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Yes;4.2;1.0;0.0;64.0;14 May, 2022;24
1501;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW yes;6.6;1.0;0.0;50.0;14 May, 2022;24
1502;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Finally a new UEBS and its beatiful The larg scale battles with millions of troops makes it so fun the graphics are really nice too but i would wait till it gets fully released cause it has some bugs and issues;4.3;1.0;1.0;37.0;13 May, 2022;231
1503;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW If youve ever wondered what a mountain of 100000 dead Persian soldiers would look like massed on the corner of a giant square of red coats with muskets this game gives you a good idea So technically impressive for its price range it makes me wonder what the Total War developers actually do with their gargantuan profits Lets hope this game gives Creative Assembly a wake up call;11.5;1.0;1.0;21.0;13 May, 2022;409
1504;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW 25000 Roman Soldiers 25000 Footmen 25000 Spartans 25000 Battle Ducks VS 1 Chuck Norris  Moral of the story Dont mess with Chuck Norris;1.8;1.0;1.0;151.0;14 May, 2022;162
1507;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW cool game;9.1;1.0;0.0;21.0;13 May, 2022;30
1508;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW its something thats for sure;0.5;1.0;0.0;489.0;13 May, 2022;51
1509;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW The best improvement;6.8;1.0;1.0;42.0;13 May, 2022;42
1510;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW The game is not working at first it was working but now its not;1.7;0.0;1.0;3.0;13 May, 2022;86
1511;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW IS FUN;8.3;1.0;1.0;2.0;13 May, 2022;27
1512;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Excellent game Been waiting for this so long Great job guys 10/10;1.5;1.0;0.0;50.0;13 May, 2022;91
1513;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW pretty novelty game cool as a tech demo but not much of a game to be played not as many units types as I hoped for and just not very much content maybe wait for more updates to come out;0.4;0.0;10.0;217.0;13 May, 2022;210
1514;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Limited units only two god powers poor RTS AI and controls no campaign yet but its EA and its clear the devs will add more and more  Keep this followed but should wait until more content is added;2.8;0.0;3.0;177.0;14 May, 2022;227
1515;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Rendering millions of entities with AIs is a feat that I didnt think could be achieved with current technology Truly impressive  Stops loading at 99% and crashes my system every time I try to start a game Cant even load a 1v1  Very cool;0.7;0.0;1.0;47.0;14 May, 2022;264
1516;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW wHAT SIeGE sHOULD haVE bEEn;1.9;1.0;0.0;471.0;13 May, 2022;49
1517;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW For the love of god PLEASE let us move the camera faster;3.6;0.0;2.0;68.0;14 May, 2022;78
1519;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW They used this to shoot both 300 movies;2.4;1.0;0.0;151.0;13 May, 2022;61
1520;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW very very bug gud gam otervaise;2.9;1.0;0.0;79.0;13 May, 2022;53
1521;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Worth the 17 dollars they just need to add more units and better maps;4.4;1.0;0.0;18.0;12 May, 2022;91
1522;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW units clipping through floors is my biggest gripe place killboxes underneath the ground please;2.6;0.0;2.0;562.0;13 May, 2022;117
1523;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW chicken;3.1;1.0;0.0;44.0;14 May, 2022;28
1524;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW MY battle wont load legit cant play;0.2;0.0;2.0;56.0;13 May, 2022;56
1525;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW I have been waiting for this game for so long It is amazing I still cant believe that an indie team like Brilliant Game Studios accomplished some thing like this I do hope for more maps and god powers though Like an Omaha beach map from the old UEBS Also for god powers a blood splatter like they showed in the video But I dont what to push them too hard But amazing job they werent lying millions of characters run like glass on my PC This game is truly fun Thank you Brilliant Game Studios;5.0;1.0;1.0;14.0;13 May, 2022;524
1526;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW god tier 50k ducks vs 2k nazis and nazis lost;1.7;1.0;0.0;90.0;13 May, 2022;66
1527;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW big battle;1.1;1.0;0.0;163.0;13 May, 2022;31
1528;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Does not load battles with an AMD Card 6800XT  Seems all their focus went towards Nvidia compatibility;0.2;0.0;1.0;146.0;14 May, 2022;129
1529;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Nice;8.0;1.0;0.0;140.0;12 May, 2022;25
1530;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Stays at 0 percent and doesnt load Will change when fixed;0.7;0.0;0.0;89.0;14 May, 2022;79
1531;Ultimate Epic Battle Simulator 2; Product received for free  EARLY ACCESS REVIEW ONE WORD   EPIC;76.0;1.0;0.0;9.0;12 May, 2022;64
1532;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW this game is fun but the part where it show the t-rex it is not there maybe it is a admin and dev and owner unit but some maps are for them too but i want to know why they put it on there do you too when you buy it;3.2;1.0;0.0;9.0;13 May, 2022;236
1533;Ultimate Epic Battle Simulator 2; Product received for free  EARLY ACCESS REVIEW Awesome game a must have 10/10  As the game is still in early access it still has a ton of updates coming I am sure and for the early buyer price its even more worth it No game comes close to the scale of this no game can have this many units on the screen its totally worth it;11.2;1.0;0.0;18.0;12 May, 2022;329
1534;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Its a really fun simulator with really terrible controls Cant use WASD Prefer your mouse to be Y inverted Then this game was NOT made for you Ill change this review if they change this aspect;0.6;0.0;5.0;2980.0;13 May, 2022;220
1536;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW 3000000 mantis shrimp vs 10000000 nikola tesla  Still had 10+ FPS buy this;4.0;1.0;2.0;552.0;14 May, 2022;101
1537;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW It is a very nice game if you like big battle simulators then youre gonna like this game But the price tho;11.2;1.0;0.0;19.0;13 May, 2022;130
1538;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW when im trying to load into a battle it stays on 0% i had patato settings on and still cant load into a battle;1.5;0.0;0.0;19.0;14 May, 2022;132
1539;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW After 7hours in the game I have yet to actually have a battle with any troops in it It seems like some others are able to make battles in this game so either it is very bugged so far or extremely not intuitive Others seem to be having this issue where no matter what changes the battles load with 0 troops and immediately end Once I am able to find out how to simulate a battle with more than 0 troops or the game is patched and it becomes more than ultimate epic scenery simulator 2 I will update this At this time you are risking paying $20 for empty maps;0.8;0.0;0.0;142.0;13 May, 2022;584
1540;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Just feels like someone made a crappy clone of the first UEBS in unreal engine;0.6;0.0;4.0;80.0;12 May, 2022;100
1541;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Stuck in loading screen;0.9;0.0;7.0;97.0;12 May, 2022;45
1542;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Rubbish Cant reassign keys Cant get units to face a certain way;0.2;0.0;1.0;444.0;13 May, 2022;89
1543;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Broken game cant start any battle 1/10;0.1;0.0;0.0;177.0;14 May, 2022;61
1544;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW good performance and good animation compare to first game but the same issue remains here  LACK OF  CONTENT  there are just some units and maps  and no female units so there is no boobs yet   and also NO Workshop  i really like to make positive comment but i remember the previous game stayed so unfinished  something that i hope doesnt happen to this one;0.9;0.0;10.0;132.0;12 May, 2022;392
1545;Ultimate Epic Battle Simulator 2; Product refunded  EARLY ACCESS REVIEW Really waited for this The only differences here are that it can have more units spawned in but also just has less units in general Feels like someone took UEBS 1 and reverted it back to an alpha version of the game;0.8;0.0;2.0;101.0;13 May, 2022;257
1546;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW missing a lot of options;1.0;0.0;1.0;75.0;14 May, 2022;45
1547;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Stuck at 0%  WARNING DONT BUY YET INFINTE LOADING SCREEN STUCK AT 0%;0.5;0.0;4.0;110.0;13 May, 2022;97
1548;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Wont even load L game;0.2;0.0;0.0;1572.0;13 May, 2022;44
1549;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW the early access in its current state is not worth it;0.3;0.0;4.0;124.0;12 May, 2022;76
1550;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Constantly freezed on the loading screen UPD Fixed - you need to change Rank shape to 1 from 15 15 is default Hope it helps people with the same problem  Specs ASUS RTX 3080 10GB Ryzen 7 5800X 64GB of RAM Samsung 970 EVO 2TB SSD Win10 - 40 FPS with 4K resolution ultra settings and 2-3M army Almoust 100X Better perfomance than with original UEBS on new hardware Fun repetative gameplay still need many fixes to AI bodypiles Blood bath is a great feature as well That changed my mind;1.9;1.0;0.0;40.0;12 May, 2022;530
1551;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW As someone who never had problems running millions of units in UEBS I this game offers nothing new Its a copy paste of EUBS I with no new features or any changes where it counts The thing I was excited most for was hopefully a better UI and better way to setup troops but instead were left with the same horribly clunky UI moving blocks of units around resizing them with numerical values and assigning them with drop down menus Anyone who could run UEBS I who says different is drinking copium Just play UEBS I if you already have it and can run it;0.4;0.0;6.0;164.0;12 May, 2022;578
1552;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW I was expected a lot more content the maps get boring fast and are worse maps then from the first game I suggest sticking to UEBS1 for now do not buy this game until it has more content then UEBS1 and is better in general I am disappointed and was very excited;5.7;0.0;4.0;97.0;13 May, 2022;286
1555;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW extremely unfinished game I know its newly released in early access but that doesnt excuse the fact that asking money for this in its current state is insane worth -$2;0.7;0.0;6.0;185.0;13 May, 2022;194
1556;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW poop game;0.6;0.0;0.0;58.0;13 May, 2022;31
1557;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Very cool game Very good game Very beatifull game Very very game Very;1.0;1.0;0.0;82.0;14 May, 2022;97
1558;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW great game bro;4.6;1.0;0.0;12.0;14 May, 2022;35
1559;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW At this point this is a total joke The character customization doesnt even come with character appearance customization The game would have been ok if this is the first in series however this is already the second game and there is absolutely no reason that the game is missing so many features even if this is early access this is simply scam at the moment;0.1;0.0;4.0;184.0;12 May, 2022;384
1560;Ultimate Epic Battle Simulator 2; Product received for free  EARLY ACCESS REVIEW Completely baffled by how lame this was I excepted only the best and yet I was deceived a complete and utter mockery of what a battle simulator should be This abysmal title left me gutted and regretful;0.7;0.0;0.0;17.0;14 May, 2022;253
1561;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW This game is meant to run millions of units not completely self destruct on 5 million and crash my entire  computer I literally can run numerous games such as GTA 5 with mods and it runs extremly smooth yet this cluster of a game cant handle what it was literally advertised as What the  Omw to refund this  Im literally going to go to a public swimming pool and take severe weaponry i had stashed in there and shove it down a random persons throat to try and get access to the military codes and  obliterate this game studio;0.4;0.0;0.0;54.0;13 May, 2022;583
1562;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Fun simulator with *massive* battles AI is definitely improved over the original UEBS1 And between possessing units and RTS-Mode you can always feel apart of the battle  200k zombies pour into a city--64 Nikola Teslas pump lightning down the alleyways like Darth Sidious Eventually rooftops are all that poke out of the body-littered-ground Nikola Tesla applies their combined-intelligence and navigate the body-hills together using rooftops to their advantage With some losses they manage to conquer the horde atop the mountain of corpses rejoice  Im hoping to see - More units and customizations such as unit speed - Steam Workshop hopefully with custom maps - Groups army-variable - divides armys units into different spawn areas - Game-speed slider from the original - Elevation of camera with spacebar - More God powers the current ones feel all too weak;1.2;1.0;0.0;372.0;14 May, 2022;909
1563;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW So good so much better than the first game and it loades so fast D https//wwwyoutubecom/watchv=wxdTrlyosxM&ab_channel=HellCloudRider  Buy it guys and its so cheap now ;1.2;1.0;0.0;68.0;14 May, 2022;195
1564;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Fun game Impressive tech Not much content yet and the basic mechanic wont give you hours of gameplay but again just a really impressive battle simulator It is what they say nothing more nothing less Ill most likely be playing it once in a while when I randomnly think of matchups or chatting with friends online  I hope they keep working on their engine I could definitely see it be licensed to some RTS games like the Total War series;1.1;1.0;0.0;70.0;14 May, 2022;468
1565;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Very impressive so far but has a long way to go to be an actual game As of now it has very few troops only a few maps and not many features With 16gb ram an i4 8400 and a rtx 2060 i could have around 700k troops and stay around a stable 40 FPS;2.9;1.0;0.0;96.0;14 May, 2022;270
1566;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW archer go brrrrr;7.1;1.0;0.0;57.0;14 May, 2022;37
1567;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW i love this game yes it does have a few problems but it is a good game and it is only in alpha;5.4;1.0;0.0;23.0;14 May, 2022;115
1568;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW its fun;6.8;1.0;0.0;8.0;14 May, 2022;29
1569;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Awesome Battle Simulator  + Runs fine for medespite it being a Early Access game  - None so far;2.1;1.0;0.0;395.0;14 May, 2022;123
1570;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW good game;6.1;1.0;0.0;29.0;14 May, 2022;30
1571;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW very ultimateepicbattly and simmulatory;5.4;1.0;0.0;8.0;14 May, 2022;63
1572;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Using the same hardware from when I played the first and the performance increase is amazing We can now have hundreds of thousands of units Same cpu and gpu but I can have 20x the amount of units amazing work and will update once I get more play time in;1.6;1.0;2.0;149.0;14 May, 2022;278
1573;Ultimate Epic Battle Simulator 2; EARLY ACCESS REVIEW Same old same old UEBS  Pros they smoothed out massive numbers so even potatoes can run massive numbers in the battlefield new graphics new units  Cons they removed the move speed slider for custom units no doubt they will add this eventually no vsync of fps cap / slider menu/char creator ignores AMD Chill / external fps cap no workshop yet;3.1;1.0;0.0;207.0;14 May, 2022;373
